id,screen_name,state,create_at,Codes,Majority Vote,Confidence Score,Comments
279,Jojovaz7,Colorado,6/23/2020, COVID severity , COVID severity ,1,
280,uncleunicornart,Texas,6/24/2020, Who is at risk? , Who is at risk? ,1,
281,iheartmindy,Nevada,6/24/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
282,MarioWembes,Virginia,6/25/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
283,LibertyAndFree4,Florida,6/25/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
284,AlliCinema,California,6/25/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
285,butchabernathy1,Georgia,6/26/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
286,lifeisterrible,Pennsylvania,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
287,lmcox66,Nevada,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
288,TripleTChicago,Illinois,6/26/2020, Who is at risk? , Who is at risk? ,1,
289,johnnyparish66,Texas,6/27/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
290,emmainbookland,Oregon,6/27/2020, Mask behavior of others , Mask behavior of others ,1,
291,ragann_michelle,North Carolina,6/27/2020, Mask behavior of others , Mask behavior of others ,1,
292,bbykailax,California,6/27/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
293,STJLCB,Texas,6/27/2020, Nonrelevant, Nonrelevant,1,
294,CesarConda,Virginia,6/28/2020," Political legitimizing of risk 
 Mask effectiveness "," Political legitimizing of risk 
 Mask effectiveness ",1,
295,GenMedical,Georgia,6/28/2020, Mask behavior of others , Mask behavior of others ,1,
296,sbwhite,Texas,6/29/2020, COVID severity , COVID severity ,1,
297,rlamartini,Louisiana,6/30/2020, Mask effectiveness , Mask effectiveness ,1,
298,hipsterbeeyotch,Florida,6/30/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
299,schofieldkid249,Arkansas,6/30/2020, Nonrelevant, Nonrelevant,1,
300,laurenlively19,Florida,7/1/2020, Mask behavior of others , Mask behavior of others ,1,
301,navz_end,Puerto Rico,1/31/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
302,Laaaurensitaaa,Texas,2/1/2020, Who is at risk? , Who is at risk? ,1,
303,Carol83478741,Connecticut,2/14/2020, Nonrelevant, Nonrelevant,1,
304,BAofNY1,New York,2/14/2020, Nonrelevant, Nonrelevant,1,
305,TheAtomRay,California,2/19/2020, Mask behavior of others , Mask behavior of others ,1,
306,kevin_depre,New Jersey,2/22/2020, Mask behavior of others , Mask behavior of others ,1,
307,bestgug,California,2/24/2020, COVID severity , COVID severity ,1,
308,KayFrmAustin,Illinois,2/25/2020, Mask behavior of others , Mask behavior of others ,1,
309,George90731,California,3/2/2020, COVID severity , COVID severity ,1,
310,skekimi,Texas,3/4/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 COVID severity ","Mask guidelines and policies 
 Political legitimizing of risk 
 COVID severity ",1,
311,booyuwhoree13,California,3/5/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
312,BGDMakeupArtist,Hawaii,3/6/2020, Mask behavior of others , Mask behavior of others ,1,
313,AlexHoldEman,Ohio,3/7/2020, Mask effectiveness , Mask effectiveness ,1,
314,sunflower2499,Virginia,3/17/2020, COVID severity , COVID severity ,1,
315,callmecurl22,Pennsylvania,3/18/2020, COVID severity , COVID severity ,1,
316,DocDiastole,New York,3/24/2020, COVID severity , COVID severity ,1,
317,TheGroovyGlobe1,Florida,3/25/2020, Who is at risk? , Who is at risk? ,1,
318,elkompa_kushman,Texas,3/25/2020, Mask behavior of others , Mask behavior of others ,1,
319,eldoctorrahul1,California,3/25/2020, Who is at risk? , Who is at risk? ,1,
320,stayatho,Washington,3/27/2020, Nonrelevant, Nonrelevant,1,
321,BuddJenn,California,3/27/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
322,RocksOnRoxx,California,3/30/2020, Nonrelevant, Nonrelevant,1,
323,Bluesgirl19Neil,Massachusetts,3/30/2020, COVID severity , COVID severity ,1,
324,dtonner7,Florida,3/30/2020, Nonrelevant, Nonrelevant,1,
325,socceravgeek218,Minnesota,3/30/2020, COVID severity , COVID severity ,1,
326,gesher,New York,3/31/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
327,soundarya_20,California,4/2/2020, COVID severity , COVID severity ,1,
328,Mausser86,Ohio,4/2/2020, Nonrelevant, Nonrelevant,1,
329,jlivingood,Pennsylvania,4/3/2020, Nonrelevant, Nonrelevant,1,
330,hollybnews,Florida,4/3/2020, Who is at risk? , Who is at risk? ,1,
331,cyn507,Pennsylvania,4/4/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
332,ShawnSemin1,Nebraska,4/4/2020,"Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ","Mask guidelines and policies 
 COVID severity 
 Mask behavior of others ",1,
333,hopieg,Indiana,4/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
334,denise_hardeman,North Carolina,4/5/2020, Nonrelevant, Nonrelevant,1,
335,wileytyote,Illinois,4/6/2020, Who is at risk? , Who is at risk? ,1,
336,mrjackyliang,New York,4/6/2020, Nonrelevant, Nonrelevant,1,
337,Meghan_DeSoto,Florida,4/7/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
338,GusHinostroza,California,4/7/2020, Who is at risk? , Who is at risk? ,1,
339,griswoldkmtv,Nebraska,4/7/2020," Mask behavior of others 
 Mask effectiveness "," Mask behavior of others 
 Mask effectiveness ",1,
340,BiererraWeeks,New York,4/7/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
341,bluetoes5,Texas,4/9/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
342,chrennix,District of Columbia,4/10/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
343,mitchpix,Florida,4/10/2020, Nonrelevant, Nonrelevant,1,
344,drew1220,North Carolina,4/11/2020, COVID severity , COVID severity ,1,
345,TattooAndTalk,New York,4/17/2020, Mask effectiveness , Mask effectiveness ,1,
346,lizlogan76,California,4/19/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
347,BillyHeathFOX5,Georgia,4/20/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
348,LolaGomezC,Texas,4/20/2020, Mask behavior of others , Mask behavior of others ,1,
349,rlamartini,Louisiana,4/26/2020, Mask behavior of others , Mask behavior of others ,1,
350,wenright52,California,5/1/2020, Who is at risk? , Who is at risk? ,1,
351,goglia_anthony,New York,5/1/2020, Who is at risk? , Who is at risk? ,1,
352,jimi2124,Pennsylvania,5/1/2020, Mask behavior of others , Mask behavior of others ,1,
353,ThisIsPrestige,California,5/1/2020, Mask behavior of others , Mask behavior of others ,1,
354,DDDULUTH,Minnesota,5/1/2020, Nonrelevant, Nonrelevant,1,
355,AyeYoJDoe_,New York,5/1/2020, Nonrelevant, Nonrelevant,1,
356,elvishbby,California,5/1/2020, Mask behavior of others , Mask behavior of others ,1,
357,tjurk44,Nevada,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
358,APguy,Wisconsin,5/2/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
359,ClaireKreuz_4,Arkansas,5/2/2020, COVID severity , COVID severity ,1,
360,CaldoMexican,Connecticut,5/2/2020, Nonrelevant, Nonrelevant,1,
361,TruckerDesiree,Nevada,5/2/2020, Who is at risk? , Who is at risk? ,1,
362,UnpickedCotton,Iowa,5/2/2020, Nonrelevant, Nonrelevant,1,
363,earthquakemoore,Pennsylvania,5/3/2020, Who is at risk? , Who is at risk? ,1,
364,mimssxx,California,5/3/2020, Who is at risk? , Who is at risk? ,1,
365,Kenny_Sizelove,Texas,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
366,Mronehundred,Pennsylvania,5/3/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
367,HenryHoward,Indiana,5/3/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
368,HypnotiqNico,Washington,5/3/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
369,querdcast,Illinois,5/4/2020, Nonrelevant, Nonrelevant,1,
370,Elegant01300503,California,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
371,edwards_manny,Washington,5/4/2020, Nonrelevant, Nonrelevant,1,
372,maykala_marie,Texas,5/4/2020, Nonrelevant, Nonrelevant,1,
373,johns2dop3,New Jersey,5/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
374,HylianTimelord,California,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
375,silicavolcanosi,Florida,5/4/2020, Nonrelevant, Nonrelevant,1,
376,Raul__Manuel,California,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
377,MiCasaResiste,New York,5/5/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
378,ronnietaylor474,Maryland,5/5/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
379,1JoshuaMason,Texas,5/5/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
380,pubman51,Utah,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
381,FNDungeonMom,Colorado,5/6/2020, Mask effectiveness , Mask effectiveness ,1,
382,sfost60,Ohio,5/7/2020, Nonrelevant, Nonrelevant,1,
383,Td_Mitch,Texas,5/7/2020, Nonrelevant, Nonrelevant,1,
384,packbrewfan,Wisconsin,5/7/2020, Mask effectiveness , Mask effectiveness ,1,
385,RameeraR,New York,5/7/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
386,AnnieRatner,Texas,5/9/2020, Nonrelevant, Nonrelevant,1,
387,SoleLabBR,Louisiana,5/11/2020, Nonrelevant, Nonrelevant,1,
388,dcrittendon99,Florida,5/15/2020, Nonrelevant, Nonrelevant,1,
389,MakeHerWay,Minnesota,5/15/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
390,MabryMindy,Tennessee,5/16/2020, Mask effectiveness , Mask effectiveness ,1,
391,justsarah503,Oregon,5/20/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
392,nosmhnmh,New Jersey,5/20/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
393,chaz_tacular,New York,5/20/2020, Who is at risk? , Who is at risk? ,1,
394,TrapaniConor,Arkansas,5/21/2020, COVID severity , COVID severity ,1,
395,mirandayaver,California,5/21/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
396,TracieC16,Michigan,5/21/2020, COVID severity , COVID severity ,1,
397,chilz2011,California,5/22/2020, Mask effectiveness , Mask effectiveness ,1,
398,ChristineKramar,Maine,5/22/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
399,losbarriosmex,Texas,5/26/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
400,BetsyN1014,Alabama,5/27/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
401,dsykora67,Michigan,5/27/2020, Who is at risk? , Who is at risk? ,1,
402,jmbarry,Colorado,5/28/2020, Mask effectiveness , Mask effectiveness ,1,
403,photowkb,California,5/29/2020, Mask behavior of others , Mask behavior of others ,1,
404,1minerbyday,Wisconsin,5/29/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
405,lfsgd_diane,Florida,5/29/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
406,Principal_IT,Florida,5/30/2020, Nonrelevant, Nonrelevant,1,
407,GarrettMcQueen,Minnesota,5/30/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
408,DED2020R,Maryland,5/30/2020, Mask behavior of others , Mask behavior of others ,1,
409,RealtorLeslieU,California,5/31/2020, Mask behavior of others , Mask behavior of others ,1,
410,hmmblooms,Washington,5/31/2020, Mask behavior of others , Mask behavior of others ,1,
411,boripool,Texas,6/1/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
412,teachqbhoops,Ohio,6/1/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
413,DallasAnalytics,Texas,6/2/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
414,SuptCarter,Michigan,6/4/2020, Mask behavior of others , Mask behavior of others ,1,
415,nalady2,North Carolina,6/4/2020, Nonrelevant, Nonrelevant,1,
416,mmbbyxo,California,6/7/2020, Who is at risk? , Who is at risk? ,1,
417,McLovin1019,Montana,6/7/2020, Mask behavior of others , Mask behavior of others ,1,
418,bluflowergarden,Colorado,6/11/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
419,Pr3stss,California,6/12/2020, Mask behavior of others , Mask behavior of others ,1,
420,angiespizelles,California,6/12/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
421,sherryannelear,California,6/13/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
422,rabnesbit,Florida,6/14/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
423,el_dorado91,New York,6/14/2020, Nonrelevant, Nonrelevant,1,
424,chestnut_daniel,Texas,6/15/2020, Who is at risk? , Who is at risk? ,1,
425,DocWily,Georgia,6/15/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
426,DrSRBoyce,Texas,6/15/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
427,NaplesQueen,West Virginia,6/16/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
428,ShelleyKofler,Texas,6/23/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
429,BarbaraTrn354,Pennsylvania,6/24/2020," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others "," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others ",1,
430,Gayfetus,New Jersey,6/24/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
431,rogerses2,North Carolina,6/25/2020, Mask behavior of others , Mask behavior of others ,1,
432,Thixteen,Texas,6/25/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
433,Rachel_Hoyt_SB,California,6/25/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
434,rob24485411,Florida,6/26/2020," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others "," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others ",1,
435,luperthompson,California,6/26/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 COVID severity ","Mask guidelines and policies 
 Political legitimizing of risk 
 COVID severity ",1,
436,galeabrewer,New York,6/26/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
437,westberry__,North Carolina,6/26/2020, Who is at risk? , Who is at risk? ,1,
438,MaryJoRetTeachr,Georgia,6/27/2020, Mask behavior of others , Mask behavior of others ,1,
439,richard47851,California,6/27/2020, Mask effectiveness , Mask effectiveness ,1,
440,EnjoyJaredBrady,California,6/28/2020, Mask behavior of others , Mask behavior of others ,1,
441,azanettahhh,Texas,6/28/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
442,VanillaWayfarer,Texas,6/29/2020, Mask behavior of others , Mask behavior of others ,1,
443,BSAReads,California,6/29/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
444,RegAndy76,New York,6/29/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
445,dalmata3,Texas,6/29/2020, Who is at risk? , Who is at risk? ,1,
446,foxflores,California,6/29/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
447,fabricfacemasks,Idaho,6/30/2020, Mask effectiveness , Mask effectiveness ,1,
448,rodrigo_559_,California,6/30/2020, Nonrelevant, Nonrelevant,1,
449,RovieJoy12075,Hawaii,6/30/2020, Mask behavior of others , Mask behavior of others ,1,
450,sarahisinspace,Oregon,6/30/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
1,IremBut,New York,1/29/2020, Who is at risk? , Who is at risk? ,1,
2,AdamGoesHam,California,1/29/2020, Mask effectiveness , Mask effectiveness ,1,
3,shaunbeacham,Massachusetts,1/29/2020, Mask effectiveness , Mask effectiveness ,1,
4,AmandaSoprano,Louisiana,1/30/2020, Who is at risk? , Who is at risk? ,1,
5,__britneymariee,Texas,1/30/2020, Who is at risk? , Who is at risk? ,1,
6,JefTek,Illinois,1/31/2020, Who is at risk? , Who is at risk? ,1,
7,staceysager7,New York,1/31/2020, COVID severity , COVID severity ,1,
8,VoiceofVictory,California,1/31/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
9,Covarrubias1965,New Jersey,1/31/2020, Who is at risk? , Who is at risk? ,1,
10,justlibbs,Hawaii,2/1/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
11,HamiltonClancy,New York,2/4/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
12,jalengonjalen,Texas,2/6/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
13,joondubu,California,2/6/2020, Who is at risk? , Who is at risk? ,1,sharing information 
14,santec_corp,California,2/6/2020, Mask behavior of others , Mask behavior of others ,1,
15,rpshobi,New Jersey,2/9/2020, COVID severity , COVID severity ,1,
16,victorialuchka,New York,2/11/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
17,larryau,New York,2/17/2020, Nonrelevant, Nonrelevant,1,
18,rubecube12,California,2/26/2020, Mask behavior of others , Mask behavior of others ,1,
19,richruck,Pennsylvania,2/27/2020, COVID severity , COVID severity ,1,
20,MDinPATCHMD,California,2/28/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
21,yve_a3,California,3/3/2020, COVID severity , COVID severity ,1,
22,interface7,California,3/6/2020, Mask behavior of others , Mask behavior of others ,1,
23,meister4weho,California,3/7/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
24,SocialRhonda,Kentucky,3/10/2020, Who is at risk? , Who is at risk? ,1,
25,JABelch76,Ohio,3/10/2020, COVID severity , COVID severity ,1,
26,Joedelfino7,Connecticut,3/12/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
27,EternalLifePlan,Indiana,3/16/2020, COVID severity , COVID severity ,1,
28,scottpogue,Louisiana,3/17/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
29,ImkeThea,New York,3/17/2020, Mask effectiveness , Mask effectiveness ,1,
30,TioLouie,New York,3/18/2020, Mask behavior of others , Mask behavior of others ,1,
177,jetbuzz,Minnesota,6/3/2020, Nonrelevant, Nonrelevant,1,
31,drevanyates,New York,3/20/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
32,mason2801,Indiana,3/21/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
33,RyanLeong,California,3/22/2020, Who is at risk? , Who is at risk? ,1,
34,ApplegateJill,Iowa,3/22/2020,"Mask guidelines and policies 
 COVID severity 
 Who is at risk? ","Mask guidelines and policies 
 COVID severity 
 Who is at risk? ",1,
35,johnnybebad666_,New York,3/22/2020, Mask behavior of others , Mask behavior of others ,1,
36,emilysharpe,Minnesota,3/23/2020, Mask effectiveness , Mask effectiveness ,1,
37,daehyunleemd,Florida,3/23/2020, Nonrelevant, Nonrelevant,1,
38,CAPSUN,Hawaii,3/24/2020, Who is at risk? , Who is at risk? ,1,Hospital needing donations 
39,fire_magnolia,Texas,3/24/2020, Who is at risk? , Who is at risk? ,1,
40,AshleySumrallMD,North Carolina,3/25/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
41,angeleyes365,New York,3/26/2020, Nonrelevant, Nonrelevant,1,
42,BlackerChris,Illinois,3/27/2020,"Mask guidelines and policies 
 COVID severity 
 Who is at risk? ","Mask guidelines and policies 
 COVID severity 
 Who is at risk? ",1,
43,davidru2,New York,3/28/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
44,FonHDavis,California,3/28/2020, Nonrelevant, Nonrelevant,1,
45,BonezShadesLife,New Jersey,3/28/2020, Nonrelevant, Nonrelevant,1,
46,lilscud1974,Indiana,3/29/2020, Who is at risk? , Who is at risk? ,1,
47,ChasLakeErie,Ohio,3/29/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
48,PAbeywardena,New York,3/30/2020, COVID severity , COVID severity ,1,
49,RobertKFOX14,Texas,3/30/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
50,staypufd,Texas,3/30/2020, COVID severity , COVID severity ,1,
51,KSMPooKula,Hawaii,3/31/2020, Nonrelevant, Nonrelevant,1,
52,CaTefertiller,Texas,3/31/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
53,ValerieGoldburt,New York,4/1/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
54,hondaprojason,Florida,4/2/2020, Nonrelevant, Nonrelevant,1,
55,PhilipM81043249,Massachusetts,4/2/2020, COVID severity , COVID severity ,1,
56,MountSinaiNeuro,New York,4/2/2020, Nonrelevant, Nonrelevant,1,
57,NightRiderTunes,Illinois,4/3/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
58,KpK3nn3dy,California,4/3/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,Seeking information 
59,photosbyrod,Illinois,4/3/2020,"Mask guidelines and policies 
 COVID severity 
 Who is at risk? ","Mask guidelines and policies 
 COVID severity 
 Who is at risk? ",1,
60,CNNValencia,Georgia,4/3/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
61,WatchingYou2018,Colorado,4/3/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
62,BobMarzulli,Florida,4/3/2020, Mask behavior of others , Mask behavior of others ,1,
63,CDMBIV,Illinois,4/3/2020, Who is at risk? , Who is at risk? ,1,
64,Eric_Slee,California,4/4/2020, COVID severity , COVID severity ,1,
65,JDasMD,Ohio,4/4/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
66,dougbies,New Jersey,4/4/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
67,Big6domino,Georgia,4/4/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
68,jrhockeywriter,Maine,4/4/2020, Nonrelevant, Nonrelevant,1,
69,UltraRunnerPod,California,4/4/2020," Who is at risk? 
 Mask effectiveness "," Who is at risk? 
 Mask effectiveness ",1,
70,safetyabby,Minnesota,4/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
71,DrFeliceGersh,California,4/4/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
72,SDMTmusicals,California,4/4/2020, Nonrelevant, Nonrelevant,1,
73,HawkHaterTV,California,4/4/2020, Nonrelevant, Nonrelevant,1,
74,RayBan1988,California,4/4/2020, Mask behavior of others , Mask behavior of others ,1,
75,ChrisTHEBLUEONE,Kentucky,4/6/2020, Who is at risk? , Who is at risk? ,1,Stealing masks
76,MCmuckraker,Michigan,4/6/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
77,tonsalltv,California,4/8/2020, Political legitimizing of risk , Political legitimizing of risk ,1,California Governor's Office of Emergency Services
78,David_Ogawa,Pennsylvania,4/8/2020, Mask effectiveness , Mask effectiveness ,1,
79,MACJR2211,New York,4/8/2020, Mask behavior of others , Mask behavior of others ,1,
80,baileyevs,California,4/8/2020, Who is at risk? , Who is at risk? ,1,
81,PamKirby,Arizona,4/9/2020, Mask behavior of others , Mask behavior of others ,1,
82,Principal_IT,Florida,4/11/2020, Nonrelevant, Nonrelevant,1,
83,VaultTecMedic,North Carolina,4/11/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
84,SergeantMeatLog,Pennsylvania,4/13/2020, Nonrelevant, Nonrelevant,1,
85,CrystalInCLE,Ohio,4/14/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ","Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ",1,
143,giaaromano,Illinois,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
86,Angenette5,Ohio,4/14/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,Health Director 
87,benlowy,New Jersey,4/14/2020, COVID severity , COVID severity ,1,
88,DJ_VanLear,Kentucky,4/16/2020, Nonrelevant, Nonrelevant,1,
89,bobXcore,California,4/17/2020, Nonrelevant, Nonrelevant,1,
90,aquaus,New Jersey,4/18/2020, Nonrelevant, Nonrelevant,1,
91,devkore,California,4/19/2020, Who is at risk? , Who is at risk? ,1,
92,Welch_tx,Texas,4/19/2020, Mask behavior of others , Mask behavior of others ,1,
93,ZoniOlsen,Hawaii,4/20/2020, Nonrelevant, Nonrelevant,1,
94,tomvell,California,4/21/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
95,hassell_joey,Tennessee,4/21/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
96,JamestownCalif,California,4/22/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
97,clawrenceDFW,Texas,4/22/2020, Nonrelevant, Nonrelevant,1,
98,melygreen,North Carolina,4/24/2020, COVID severity , COVID severity ,1,company donations
99,ArturoG21636980,New Mexico,4/24/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
100,xpenis_cakesx,New Jersey,4/24/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
101,claytalks,Delaware,4/25/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
102,ShenequeProctor,Massachusetts,5/1/2020, Mask effectiveness , Mask effectiveness ,1,
103,kayereed78,Indiana,5/1/2020, Who is at risk? , Who is at risk? ,1,
104,LizaLLucas,Georgia,5/1/2020, Who is at risk? , Who is at risk? ,1,
105,TCKHAWAII,Hawaii,5/1/2020, Nonrelevant, Nonrelevant,1,
106,LavelleGerald,Pennsylvania,5/1/2020, Who is at risk? , Who is at risk? ,1,
107,GastonKelly,Massachusetts,5/1/2020, Mask behavior of others , Mask behavior of others ,1,A call to wear a mask
108,BSeeprs85,California,5/1/2020, Mask behavior of others , Mask behavior of others ,1,
109,lopez51177,California,5/1/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
110,UDreamOfJennyyy,Texas,5/1/2020, COVID severity , COVID severity ,1,changes in operations 
